family,genus,species,taxonomic.rank,taxon,LME,FAO,habitat,reference.habitat,feeding.mode,reference.feeding.mode,tl,level.tl,reference.tl,body.shape,fin.shape,AR,level.AR,reference.AR,offspring.size,level.offspring.size,reference.offspring.size,spawning.type,reference.spawning.type,age.maturity,level.age.maturity,reference.age.maturity,fecundity,level.fecundity,reference.fecundity,length.infinity,growth.coefficient,level.growth,reference.growth,length.max,level.length.max,reference.length.max,age.max,level.age.max,reference.age.max
Synodontidae,Synodus,synodus,S,Synodus synodus,5,31,reef-associated,"FroesePauly2018, OBIS2018",piscivorous,FroesePauly2018,4.20,spe,FroesePauly2018,elongated,forked,1.83,spe,FroesePauly2018,1.35,gen,FroesePauly2018,non-guarder,FroesePauly2018,2.0,gen-ocean,FroesePauly2019,484000,fam-ocean,FroesePauly2018,27,0.50,gen-ocean,FroesePauly2018,33,spe,FroesePauly2018,7.7,gen-ocean,FroesePauly2018
Synodontidae,Synodus,synodus,S,Synodus synodus,6,21,reef-associated,"FroesePauly2018, OBIS2018",piscivorous,FroesePauly2018,4.20,spe,FroesePauly2018,elongated,forked,1.83,spe,FroesePauly2018,1.35,gen,FroesePauly2018,non-guarder,FroesePauly2018,2.0,gen-ocean,FroesePauly2019,484000,fam-ocean,FroesePauly2018,27,0.50,gen-ocean,FroesePauly2018,33,spe,FroesePauly2018,7.7,gen-ocean,FroesePauly2018
Synodontidae,Synodus,synodus,S,Synodus synodus,6,31,reef-associated,"FroesePauly2018, OBIS2018",piscivorous,FroesePauly2018,4.20,spe,FroesePauly2018,elongated,forked,1.83,spe,FroesePauly2018,1.35,gen,FroesePauly2018,non-guarder,FroesePauly2018,2.0,gen-ocean,FroesePauly2019,484000,fam-ocean,FroesePauly2018,27,0.50,gen-ocean,FroesePauly2018,33,spe,FroesePauly2018,7.7,gen-ocean,FroesePauly2018
Synodontidae,Synodus,,G,Synodus,5,31,reef-associated,"FroesePauly2018, OBIS2018",generalist,inferred from genus,4.38,genus,FroesePauly2018,elongated,forked,2.05,gen,FroesePauly2018,1.35,gen,FroesePauly2018,non-guarder,inferred from genus,2.0,gen-ocean,FroesePauly2019,484000,fam-ocean,FroesePauly2018,27,0.50,gen-ocean,FroesePauly2018,20,gen-ocean,FroesePauly2018,7.7,gen-ocean,FroesePauly2018
Synodontidae,Trachinocephalus,myops,S,Trachinocephalus myops,5,31,reef-associated,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,4.37,family,FroesePauly2018,elongated,forked,2.04,fam,FroesePauly2018,1.35,fam,FroesePauly2018,non-guarder,FroesePauly2018,1.6,fam-ocean,FroesePauly2019,484000,fam-ocean,FroesePauly2018,47,0.44,fam-ocean,FroesePauly2018,29,fam-ocean,FroesePauly2018,11.0,spe,FroesePauly2018
Synodontidae,Trachinocephalus,myops,S,Trachinocephalus myops,6,21,reef-associated,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,4.37,family,FroesePauly2018,elongated,forked,2.04,fam,FroesePauly2018,1.35,fam,FroesePauly2018,non-guarder,FroesePauly2018,1.6,fam-ocean,FroesePauly2019,484000,fam-ocean,FroesePauly2018,47,0.44,fam-ocean,FroesePauly2018,29,fam-ocean,FroesePauly2018,11.0,spe,FroesePauly2018
Synodontidae,Trachinocephalus,myops,S,Trachinocephalus myops,6,31,reef-associated,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,4.37,family,FroesePauly2018,elongated,forked,2.04,fam,FroesePauly2018,1.35,fam,FroesePauly2018,non-guarder,FroesePauly2018,1.6,fam-ocean,FroesePauly2019,484000,fam-ocean,FroesePauly2018,47,0.44,fam-ocean,FroesePauly2018,29,fam-ocean,FroesePauly2018,11.0,spe,FroesePauly2018
Synodontidae,Trachinocephalus,myops,S,Trachinocephalus myops,7,21,reef-associated,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,4.37,family,FroesePauly2018,elongated,forked,2.04,fam,FroesePauly2018,1.35,fam,FroesePauly2018,non-guarder,FroesePauly2018,1.6,fam-ocean,FroesePauly2019,484000,fam-ocean,FroesePauly2018,47,0.44,fam-ocean,FroesePauly2018,29,fam-ocean,FroesePauly2018,11.0,spe,FroesePauly2018
Synodontidae,,,F,Synodontidae,3,77,reef-associated,"FroesePauly2018, OBIS2018",generalist,inferred from family,4.37,family,FroesePauly2018,elongated,forked,2.04,fam,FroesePauly2018,1.35,fam,FroesePauly2018,non-guarder,inferred from family,1.6,fam-ocean,FroesePauly2019,484000,fam-ocean,FroesePauly2018,47,0.44,fam-ocean,FroesePauly2018,19,fam-FAO,FroesePauly2018,7.3,fam,FroesePauly2018
Synodontidae,,,F,Synodontidae,5,31,reef-associated,"FroesePauly2018, OBIS2018",generalist,inferred from family,4.37,family,FroesePauly2018,elongated,forked,2.04,fam,FroesePauly2018,1.35,fam,FroesePauly2018,non-guarder,inferred from family,1.6,fam-ocean,FroesePauly2019,484000,fam-ocean,FroesePauly2018,47,0.44,fam-ocean,FroesePauly2018,29,fam-ocean,FroesePauly2018,7.4,fam-ocean,FroesePauly2018
Synodontidae,,,F,Synodontidae,5,31,reef-associated,"FroesePauly2018, OBIS2018",generalist,inferred from family,4.37,family,FroesePauly2018,elongated,forked,2.04,fam,FroesePauly2018,1.35,fam,FroesePauly2018,non-guarder,inferred from family,1.6,fam-ocean,FroesePauly2019,484000,fam-ocean,FroesePauly2018,47,0.44,fam-ocean,FroesePauly2018,29,fam-ocean,FroesePauly2018,7.4,fam-ocean,FroesePauly2018
Synodontidae,,,F,Synodontidae,6,21,reef-associated,"FroesePauly2018, OBIS2018",generalist,inferred from family,4.37,family,FroesePauly2018,elongated,forked,2.04,fam,FroesePauly2018,1.35,fam,FroesePauly2018,non-guarder,inferred from family,1.6,fam-ocean,FroesePauly2019,484000,fam-ocean,FroesePauly2018,47,0.44,fam-ocean,FroesePauly2018,29,fam-ocean,FroesePauly2018,7.4,fam-ocean,FroesePauly2018
Synodontidae,,,F,Synodontidae,6,31,reef-associated,"FroesePauly2018, OBIS2018",generalist,inferred from family,4.37,family,FroesePauly2018,elongated,forked,2.04,fam,FroesePauly2018,1.35,fam,FroesePauly2018,non-guarder,inferred from family,1.6,fam-ocean,FroesePauly2019,484000,fam-ocean,FroesePauly2018,47,0.44,fam-ocean,FroesePauly2018,29,fam-ocean,FroesePauly2018,7.4,fam-ocean,FroesePauly2018
Synodontidae,,,F,Synodontidae,7,21,reef-associated,"FroesePauly2018, OBIS2018",generalist,inferred from family,4.37,family,FroesePauly2018,elongated,forked,2.04,fam,FroesePauly2018,1.35,fam,FroesePauly2018,non-guarder,inferred from family,1.6,fam-ocean,FroesePauly2019,484000,fam-ocean,FroesePauly2018,47,0.44,fam-ocean,FroesePauly2018,29,fam-ocean,FroesePauly2018,7.4,fam-ocean,FroesePauly2018
Tetragonuridae,Tetragonurus,cuvieri,S,Tetragonurus cuvieri,3,77,bathypelagic,"FroesePauly2018, OBIS2018",planktivorous,FroesePauly2018,3.78,spe,FroesePauly2018,elongated,forked,2.02,spe,FroesePauly2018,,,,non-guarder,FroesePauly2018,,,,,,,70,0.10,spe-LME,FroesePauly2018,70,spe-ocean,FroesePauly2018,,,
Tetraodontidae,Canthigaster,jamestyleri,S,Canthigaster jamestyleri,5,31,reef-associated,"FroesePauly2018, OBIS2018",benthivorous,inferred from genus,3.09,genus,FroesePauly2018,short and/or deep,rounded,1.53,gen,FroesePauly2018,0.65,gen,Lyczkowski-Shultz2003,guarder,FroesePauly2018,1.0,fam,Lyczkowski-Shultz2004,1150,gen-ocean,FroesePauly2018,30,0.51,fam-FAO,FroesePauly2018,9,spe,FroesePauly2018,3.0,fam,FroesePauly2018
Tetraodontidae,Canthigaster,rostrata,S,Canthigaster rostrata,5,31,reef-associated,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.28,spe,FroesePauly2018,short and/or deep,truncate,1.89,spe,FroesePauly2018,0.65,gen,Inferred from genus,guarder,FroesePauly2018,1.0,fam,Lyczkowski-Shultz2004,1150,gen-ocean,FroesePauly2018,30,0.51,fam-FAO,FroesePauly2018,12,spe,FroesePauly2018,3.0,fam,FroesePauly2018
Tetraodontidae,Canthigaster,rostrata,S,Canthigaster rostrata,6,31,reef-associated,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.28,spe,FroesePauly2018,short and/or deep,truncate,1.89,spe,FroesePauly2018,0.65,gen,Inferred from genus,guarder,FroesePauly2018,1.0,fam,Lyczkowski-Shultz2004,1150,gen-ocean,FroesePauly2018,30,0.51,fam-FAO,FroesePauly2018,12,spe,FroesePauly2018,3.0,fam,FroesePauly2018
Tetraodontidae,Ephippion,guttifer,S,Ephippion guttifer,25,27,demersal,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.55,spe,FroesePauly2018,fusiform,truncate,1.14,spe,FroesePauly2018,0.85,fam,FroesePauly2018,,,1.0,fam,Lyczkowski-Shultz2004,56183,fam-ocean,FroesePauly2018,39,0.35,fam-ocean,FroesePauly2018,80,spe,FroesePauly2018,6.8,fam-ocean,FroesePauly2018
Tetraodontidae,Lagocephalus,laevigatus,S,Lagocephalus laevigatus,5,31,pelagic,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,4.02,spe,FroesePauly2018,fusiform,forked,1.78,spe,FroesePauly2018,0.85,fam,FroesePauly2018,,,1.0,fam,Lyczkowski-Shultz2004,167000,fam-LME,FroesePauly2018,30,0.51,fam-FAO,FroesePauly2018,100,spe,FroesePauly2018,3.0,fam,FroesePauly2018
Tetraodontidae,Lagocephalus,laevigatus,S,Lagocephalus laevigatus,6,21,pelagic,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,4.02,spe,FroesePauly2018,fusiform,forked,1.78,spe,FroesePauly2018,0.85,fam,FroesePauly2018,,,1.0,fam,Lyczkowski-Shultz2004,167000,fam-LME,FroesePauly2018,30,0.51,fam-LME,FroesePauly2018,100,spe,FroesePauly2018,3.0,fam,FroesePauly2018
Tetraodontidae,Lagocephalus,laevigatus,S,Lagocephalus laevigatus,6,31,pelagic,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,4.02,spe,FroesePauly2018,fusiform,forked,1.78,spe,FroesePauly2018,0.85,fam,FroesePauly2018,,,1.0,fam,Lyczkowski-Shultz2004,167000,fam-LME,FroesePauly2018,30,0.51,fam-LME,FroesePauly2018,100,spe,FroesePauly2018,3.0,fam,FroesePauly2018
Tetraodontidae,Lagocephalus,laevigatus,S,Lagocephalus laevigatus,7,21,pelagic,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,4.02,spe,FroesePauly2018,fusiform,forked,1.78,spe,FroesePauly2018,0.85,fam,FroesePauly2018,,,1.0,fam,Lyczkowski-Shultz2004,167000,fam-LME,FroesePauly2018,26,0.61,fam-LME,FroesePauly2018,100,spe,FroesePauly2018,3.0,fam,FroesePauly2018
Tetraodontidae,Lagocephalus,,G,Lagocephalus,5,31,pelagic,"FroesePauly2018, OBIS2018",generalist,inferred from genus,3.70,genus,FroesePauly2018,fusiform,forked,2.01,gen,FroesePauly2018,0.85,fam,FroesePauly2018,,,1.0,fam,Lyczkowski-Shultz2004,56183,fam-ocean,FroesePauly2018,30,0.51,fam-FAO,FroesePauly2018,44,gen-ocean,FroesePauly2018,3.0,fam,FroesePauly2018
Tetraodontidae,Sphoeroides,dorsalis,S,Sphoeroides dorsalis,5,31,demersal,"FroesePauly2018, OBIS2018",generalist,inferred from genus,3.27,genus,FroesePauly2018,short and/or deep,truncate,1.56,gen,FroesePauly2018,0.88,gen,FroesePauly2018,non-guarder,FroesePauly2018,1.0,gen,Lyczkowski-Shultz2004,167000,gen-LME,FroesePauly2018,30,0.51,gen-FAO,FroesePauly2018,20,spe,FroesePauly2018,3.0,gen-LME,FroesePauly2018
Tetraodontidae,Sphoeroides,dorsalis,S,Sphoeroides dorsalis,6,21,demersal,"FroesePauly2018, OBIS2018",generalist,inferred from genus,3.27,genus,FroesePauly2018,short and/or deep,truncate,1.56,gen,FroesePauly2018,0.88,gen,FroesePauly2018,non-guarder,FroesePauly2018,1.0,gen,Lyczkowski-Shultz2004,167000,gen-ocean,FroesePauly2018,26,0.61,gen-FAO,FroesePauly2018,20,spe,FroesePauly2018,3.0,gen-FAO,FroesePauly2018
Tetraodontidae,Sphoeroides,dorsalis,S,Sphoeroides dorsalis,6,31,demersal,"FroesePauly2018, OBIS2018",generalist,inferred from genus,3.27,genus,FroesePauly2018,short and/or deep,truncate,1.56,gen,FroesePauly2018,0.88,gen,FroesePauly2018,non-guarder,FroesePauly2018,1.0,gen,Lyczkowski-Shultz2004,167000,gen-LME,FroesePauly2018,30,0.51,gen-LME,FroesePauly2018,20,spe,FroesePauly2018,3.0,gen-LME,FroesePauly2018
Tetraodontidae,Sphoeroides,dorsalis,S,Sphoeroides dorsalis,7,21,demersal,"FroesePauly2018, OBIS2018",generalist,inferred from genus,3.27,genus,FroesePauly2018,short and/or deep,truncate,1.56,gen,FroesePauly2018,0.88,gen,FroesePauly2018,non-guarder,FroesePauly2018,1.0,gen,Lyczkowski-Shultz2004,167000,gen-LME,FroesePauly2018,26,0.61,gen-LME,FroesePauly2018,20,spe,FroesePauly2018,3.0,gen-LME,FroesePauly2018
Tetraodontidae,Sphoeroides,maculatus,S,Sphoeroides maculatus,6,21,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,4.04,spe,FroesePauly2018,short and/or deep,truncate,1.56,gen,FroesePauly2018,0.88,spe,FroesePauly2018,non-guarder,FroesePauly2018,1.0,spe,Lyczkowski-Shultz2004,167000,spe-LME,FroesePauly2018,26,0.61,spe-FAO,FroesePauly2018,28,spe-LME,FroesePauly2018,3.0,spe,FroesePauly2018
Tetraodontidae,Sphoeroides,maculatus,S,Sphoeroides maculatus,6,31,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,4.04,spe,FroesePauly2018,short and/or deep,truncate,1.56,gen,FroesePauly2018,0.88,spe,FroesePauly2018,non-guarder,FroesePauly2018,1.0,spe,Lyczkowski-Shultz2004,167000,spe-LME,FroesePauly2018,26,0.61,spe-ocean,FroesePauly2018,28,spe-LME,FroesePauly2018,3.0,spe,FroesePauly2018
Tetraodontidae,Sphoeroides,maculatus,S,Sphoeroides maculatus,7,21,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,4.04,spe,FroesePauly2018,short and/or deep,truncate,1.56,gen,FroesePauly2018,0.88,spe,FroesePauly2018,non-guarder,FroesePauly2018,1.0,spe,Lyczkowski-Shultz2004,167000,spe-LME,FroesePauly2018,26,0.61,spe-LME,FroesePauly2018,28,spe-LME,FroesePauly2018,3.0,spe,FroesePauly2018
Tetraodontidae,Sphoeroides,maculatus,S,Sphoeroides maculatus,8,21,demersal,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,4.04,spe,FroesePauly2018,short and/or deep,truncate,1.56,gen,FroesePauly2018,0.88,spe,FroesePauly2018,non-guarder,FroesePauly2018,1.0,spe,Lyczkowski-Shultz2004,167000,spe-LME,FroesePauly2018,26,0.61,spe-FAO,FroesePauly2018,28,spe-FAO,FroesePauly2018,3.0,spe,FroesePauly2018
Tetraodontidae,Sphoeroides,nephelus,S,Sphoeroides nephelus,5,31,reef-associated,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.50,spe,FroesePauly2018,short and/or deep,rounded,1.56,gen,FroesePauly2018,0.88,gen,FroesePauly2018,non-guarder,FroesePauly2018,1.0,gen,Lyczkowski-Shultz2004,167000,gen-LME,FroesePauly2018,30,0.51,gen-FAO,FroesePauly2018,30,spe,FroesePauly2018,3.0,gen-LME,FroesePauly2018
Tetraodontidae,Sphoeroides,nephelus,S,Sphoeroides nephelus,6,31,reef-associated,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.50,spe,FroesePauly2018,short and/or deep,rounded,1.56,gen,FroesePauly2018,0.88,gen,FroesePauly2018,non-guarder,FroesePauly2018,1.0,gen,Lyczkowski-Shultz2004,167000,gen-LME,FroesePauly2018,30,0.51,gen-LME,FroesePauly2018,30,spe,FroesePauly2018,3.0,gen-LME,FroesePauly2018
Tetraodontidae,Sphoeroides,pachygaster,S,Sphoeroides pachygaster,5,31,benthopelagic,"FroesePauly2018, OBIS2018",piscivorous,FroesePauly2018,4.20,spe,FroesePauly2018,short and/or deep,truncate,1.76,spe,FroesePauly2018,0.88,gen,FroesePauly2018,non-guarder,FroesePauly2018,1.0,gen,Lyczkowski-Shultz2004,167000,gen-LME,FroesePauly2018,30,0.51,gen-FAO,FroesePauly2018,41,spe,FroesePauly2018,3.0,gen-LME,FroesePauly2018
Tetraodontidae,Sphoeroides,pachygaster,S,Sphoeroides pachygaster,6,21,benthopelagic,"FroesePauly2018, OBIS2018",piscivorous,FroesePauly2018,4.20,spe,FroesePauly2018,short and/or deep,truncate,1.76,spe,FroesePauly2018,0.88,gen,FroesePauly2018,non-guarder,FroesePauly2018,1.0,gen,Lyczkowski-Shultz2004,167000,gen-ocean,FroesePauly2018,26,0.61,gen-FAO,FroesePauly2018,41,spe,FroesePauly2018,3.0,gen-FAO,FroesePauly2018
Tetraodontidae,Sphoeroides,pachygaster,S,Sphoeroides pachygaster,6,31,benthopelagic,"FroesePauly2018, OBIS2018",piscivorous,FroesePauly2018,4.20,spe,FroesePauly2018,short and/or deep,truncate,1.76,spe,FroesePauly2018,0.88,gen,FroesePauly2018,non-guarder,FroesePauly2018,1.0,gen,Lyczkowski-Shultz2004,167000,gen-ocean,FroesePauly2018,30,0.51,gen-FAO,FroesePauly2018,41,spe,FroesePauly2018,3.0,gen-FAO,FroesePauly2018
Tetraodontidae,Sphoeroides,pachygaster,S,Sphoeroides pachygaster,7,21,benthopelagic,"FroesePauly2018, OBIS2018",piscivorous,FroesePauly2018,4.20,spe,FroesePauly2018,short and/or deep,truncate,1.76,spe,FroesePauly2018,0.88,gen,FroesePauly2018,non-guarder,FroesePauly2018,1.0,gen,Lyczkowski-Shultz2004,167000,gen-ocean,FroesePauly2018,26,0.61,gen-FAO,FroesePauly2018,41,spe,FroesePauly2018,3.0,gen-FAO,FroesePauly2018
Tetraodontidae,Sphoeroides,pachygaster,S,Sphoeroides pachygaster,25,27,benthopelagic,"FroesePauly2018, OBIS2018",piscivorous,FroesePauly2018,4.20,spe,FroesePauly2018,short and/or deep,truncate,1.76,spe,FroesePauly2018,0.88,gen,FroesePauly2018,non-guarder,FroesePauly2018,1.0,gen,Lyczkowski-Shultz2004,167000,gen-ocean,FroesePauly2018,28,0.62,gen-ocean,FroesePauly2018,41,spe,FroesePauly2018,3.0,gen-ocean,FroesePauly2018
Tetraodontidae,Sphoeroides,parvus,S,Sphoeroides parvus,5,31,demersal,"FroesePauly2018, OBIS2018",generalist,inferred from genus,3.27,genus,FroesePauly2018,short and/or deep,truncate,1.56,gen,FroesePauly2018,0.88,gen,FroesePauly2018,non-guarder,FroesePauly2018,1.0,gen,Lyczkowski-Shultz2004,167000,gen-LME,FroesePauly2018,30,0.51,gen-FAO,FroesePauly2018,15,spe,FroesePauly2018,3.0,gen-LME,FroesePauly2018
Tetraodontidae,Sphoeroides,spengleri,S,Sphoeroides spengleri,5,31,reef-associated,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.27,spe,FroesePauly2018,fusiform,rounded,1.97,spe,FroesePauly2018,0.88,gen,FroesePauly2018,non-guarder,FroesePauly2018,1.0,gen,Lyczkowski-Shultz2004,167000,gen-ocean,FroesePauly2018,30,0.51,gen-FAO,FroesePauly2018,30,spe,FroesePauly2018,3.0,gen-FAO,FroesePauly2018
Tetraodontidae,Sphoeroides,spengleri,S,Sphoeroides spengleri,6,21,reef-associated,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.27,spe,FroesePauly2018,fusiform,rounded,1.97,spe,FroesePauly2018,0.88,gen,FroesePauly2018,non-guarder,FroesePauly2018,1.0,gen,Lyczkowski-Shultz2004,167000,gen-ocean,FroesePauly2018,26,0.61,gen-FAO,FroesePauly2018,30,spe,FroesePauly2018,3.0,gen-FAO,FroesePauly2018
Tetraodontidae,Sphoeroides,spengleri,S,Sphoeroides spengleri,6,31,reef-associated,"FroesePauly2018, OBIS2018",benthivorous,FroesePauly2018,3.27,spe,FroesePauly2018,fusiform,rounded,1.97,spe,FroesePauly2018,0.88,gen,FroesePauly2018,non-guarder,FroesePauly2018,1.0,gen,Lyczkowski-Shultz2004,167000,gen-ocean,FroesePauly2018,30,0.51,gen-FAO,FroesePauly2018,30,spe,FroesePauly2018,3.0,gen-FAO,FroesePauly2018
Tetraodontidae,Sphoeroides,testudineus,S,Sphoeroides testudineus,5,31,reef-associated,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,3.40,spe,FroesePauly2018,short and/or deep,truncate,1.42,spe,FroesePauly2018,0.88,gen,FroesePauly2018,non-guarder,FroesePauly2018,1.0,gen,Lyczkowski-Shultz2004,167000,gen-LME,FroesePauly2018,30,0.51,spe-FAO,FroesePauly2018,30,spe-ocean,FroesePauly2018,3.0,gen-LME,FroesePauly2018
Tetraodontidae,Sphoeroides,testudineus,S,Sphoeroides testudineus,6,31,reef-associated,"FroesePauly2018, OBIS2018",generalist,FroesePauly2018,3.40,spe,FroesePauly2018,short and/or deep,truncate,1.42,spe,FroesePauly2018,0.88,gen,FroesePauly2018,non-guarder,FroesePauly2018,1.0,gen,Lyczkowski-Shultz2004,167000,gen-LME,FroesePauly2018,30,0.51,spe-LME,FroesePauly2018,30,spe-ocean,FroesePauly2018,3.0,gen-LME,FroesePauly2018
Tetraodontidae,Sphoeroides,,G,Sphoeroides,5,31,reef-associated,"FroesePauly2018, OBIS2018",generalist,inferred from genus,3.27,genus,FroesePauly2018,short and/or deep,truncate,1.56,gen,FroesePauly2018,0.88,gen,FroesePauly2018,non-guarder,inferred from genus,1.0,gen,Lyczkowski-Shultz2004,167000,gen-ocean,FroesePauly2018,30,0.51,gen-FAO,FroesePauly2018,28,gen-LME,FroesePauly2018,3.0,gen-FAO,FroesePauly2018
Tetraodontidae,,,F,Tetraodontidae,5,31,non-pelagic,"FroesePauly2018, OBIS2018",benthivorous,inferred from family,3.37,family,FroesePauly2018,short and/or deep,truncate,1.51,fam,FroesePauly2018,0.85,fam,FroesePauly2018,,,1.0,fam,Lyczkowski-Shultz2004,56183,fam-ocean,FroesePauly2018,30,0.51,fam-FAO,FroesePauly2018,28,fam-LME,FroesePauly2018,3.0,fam-FAO,FroesePauly2018
Tetraodontidae,,,F,Tetraodontidae,6,31,non-pelagic,"FroesePauly2018, OBIS2018",benthivorous,inferred from family,3.37,family,FroesePauly2018,short and/or deep,truncate,1.51,fam,FroesePauly2018,0.85,fam,FroesePauly2018,,,1.0,fam,Lyczkowski-Shultz2004,56183,fam-ocean,FroesePauly2018,30,0.51,fam-FAO,FroesePauly2018,28,fam-LME,FroesePauly2018,3.0,fam-FAO,FroesePauly2018
Tetraodontidae,,,F,Tetraodontidae,7,21,non-pelagic,"FroesePauly2018, OBIS2018",benthivorous,inferred from family,3.37,family,FroesePauly2018,short and/or deep,truncate,1.51,fam,FroesePauly2018,0.85,fam,FroesePauly2018,,,1.0,fam,Lyczkowski-Shultz2004,56183,fam-ocean,FroesePauly2018,26,0.61,fam-FAO,FroesePauly2018,28,fam-LME,FroesePauly2018,3.0,fam-FAO,FroesePauly2018
Torpedinidae,Tetronarce,californica,S,Tetronarce californica,2,67,demersal,"FroesePauly2018, OBIS2018",piscivorous,FroesePauly2018,4.50,spe,FroesePauly2018,flat,truncate,,,,150.00,gen,FroesePauly2018,bearer,FroesePauly2018,8.0,spe,FroesePauly2019,19,spe-LME,FroesePauly2018,115,0.10,spe-ocean,FroesePauly2018,137,spe-FAO,FroesePauly2018,16.0,spe-FAO,FroesePauly2018
Torpedinidae,Tetronarce,californica,S,Tetronarce californica,3,21,demersal,"FroesePauly2018, OBIS2018",piscivorous,FroesePauly2018,4.50,family,FroesePauly2018,flat,truncate,,,,150.00,fam,FroesePauly2018,bearer,FroesePauly2018,8.0,spe,FroesePauly2019,19,spe-LME,FroesePauly2018,115,0.10,spe-ocean,FroesePauly2018,137,spe-LME,FroesePauly2018,16.0,spe,FroesePauly2018
Torpedinidae,Tetronarce,californica,S,Tetronarce californica,3,67,demersal,"FroesePauly2018, OBIS2018",piscivorous,FroesePauly2018,4.50,spe,FroesePauly2018,flat,truncate,,,,150.00,gen,FroesePauly2018,bearer,FroesePauly2018,8.0,spe,FroesePauly2019,19,spe-LME,FroesePauly2018,115,0.10,spe-ocean,FroesePauly2018,137,spe-LME,FroesePauly2018,16.0,spe-LME,FroesePauly2018
Torpedinidae,Tetronarce,californica,S,Tetronarce californica,3,77,demersal,"FroesePauly2018, OBIS2018",piscivorous,FroesePauly2018,4.50,spe,FroesePauly2018,flat,truncate,,,,150.00,gen,FroesePauly2018,bearer,FroesePauly2018,8.0,spe,FroesePauly2019,19,spe-LME,FroesePauly2018,115,0.10,spe-ocean,FroesePauly2018,137,spe-LME,FroesePauly2018,16.0,spe-LME,FroesePauly2018
Torpedinidae,Tetronarce,nobiliana,S,Tetronarce nobiliana,5,31,benthopelagic,"FroesePauly2018, OBIS2018",piscivorous,FroesePauly2018,4.50,family,FroesePauly2018,flat,truncate,,,,210.00,spe,Heessen2015,bearer,FroesePauly2018,8.0,gen,FroesePauly2019,30,spe,FroesePauly2018,91,0.08,gen-ocean,FroesePauly2018,73,spe-ocean,FroesePauly2018,16.0,gen,FroesePauly2018
Torpedinidae,Tetronarce,nobiliana,S,Tetronarce nobiliana,6,21,benthopelagic,"FroesePauly2018, OBIS2018",piscivorous,FroesePauly2018,4.50,spe,FroesePauly2018,flat,truncate,,,,210.00,spe,Heessen2015,bearer,FroesePauly2018,8.0,gen,FroesePauly2019,30,spe,FroesePauly2018,91,0.08,gen-ocean,FroesePauly2018,73,spe-ocean,FroesePauly2018,16.0,gen,FroesePauly2018
Torpedinidae,Tetronarce,nobiliana,S,Tetronarce nobiliana,6,31,benthopelagic,"FroesePauly2018, OBIS2018",piscivorous,FroesePauly2018,4.50,spe,FroesePauly2018,flat,truncate,,,,210.00,spe,Heessen2015,bearer,FroesePauly2018,8.0,gen,FroesePauly2019,30,spe,FroesePauly2018,91,0.08,gen-ocean,FroesePauly2018,73,spe-ocean,FroesePauly2018,16.0,gen,FroesePauly2018
Torpedinidae,Tetronarce,nobiliana,S,Tetronarce nobiliana,7,21,benthopelagic,"FroesePauly2018, OBIS2018",piscivorous,FroesePauly2018,4.50,spe,FroesePauly2018,flat,truncate,,,,210.00,spe,Heessen2015,bearer,FroesePauly2018,8.0,gen,FroesePauly2019,30,spe,FroesePauly2018,91,0.08,gen-ocean,FroesePauly2018,73,spe-FAO,FroesePauly2018,16.0,gen,FroesePauly2018
Torpedinidae,Tetronarce,nobiliana,S,Tetronarce nobiliana,8,21,benthopelagic,"FroesePauly2018, OBIS2018",piscivorous,FroesePauly2018,4.50,spe,FroesePauly2018,flat,truncate,,,,210.00,spe,Heessen2015,bearer,FroesePauly2018,8.0,gen,FroesePauly2019,30,spe,FroesePauly2018,91,0.08,gen-ocean,FroesePauly2018,73,spe-LME,FroesePauly2018,16.0,gen,FroesePauly2018
Torpedinidae,Tetronarce,nobiliana,S,Tetronarce nobiliana,24,27,benthopelagic,"FroesePauly2018, OBIS2018",piscivorous,FroesePauly2018,4.50,family,FroesePauly2018,flat,truncate,,,,210.00,spe,Heessen2015,bearer,FroesePauly2018,8.0,gen,FroesePauly2019,30,spe,FroesePauly2018,91,0.08,fam-ocean,FroesePauly2018,73,spe-ocean,FroesePauly2018,16.0,gen,FroesePauly2018
